;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;Hr;NO;NO2;NOx;O3;p;PM10;PM2.5;PN;SO2;StrGlo;T;WD;WVv;RainDur
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Kanalberechnungen (Eichkorrektur);;Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);;;;;
;ppm;%Hr;ppb;ppb;ppb;ppb;hPa;µg/m3;µg/m3;1/cm3;ppb;W/m2;°C;°;m/s;min
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Berechnet;Final;Berechnet;Final;Final;Final;Final;Final
09.11.2017 09:30;0.44206;83.477;35.786;15.522;51.308;1.4323;971.96;16.290375;10.86275;;0.17187;44.43;6.2104;307.82;0.26117;0
09.11.2017 10:00;0.56722;82.705;27.826;14.774;42.6;2.0393;971.98;16.734;11.37725;;0.14251;61.942;6.3923;333.64;1.4213;0
09.11.2017 10:30;0.55335;82.909;33.217;15.25;48.467;2.1432;972.03;18.162375;12.004625;;0.13147;85.561;6.3486;355.97;1.4875;0
09.11.2017 11:00;0.51597;82.106;29.702;16.772;46.474;2.4559;971.9;17.433075;11.878625;;0.15017;88.081;6.5182;328.11;1.2223;0
09.11.2017 11:30;0.52154;81.371;23.717;13.985;37.702;2.4459;971.81;17.5335;12.505125;;0.13803;81.799;6.7284;327.65;1.1294;0
09.11.2017 12:00;0.57377;81.895;23.565;13.722;37.287;2.4672;971.8;19.9398;13.089625;;0.16835;91.847;6.7591;330.31;1.2643;0
09.11.2017 12:30;0.59003;80.954;20.206;12.753;32.959;2.1949;971.75;19.369425;12.996;;0.19769;66.936;7.1001;327.52;0.26942;0
09.11.2017 13:00;0.60979;79.667;27.432;14.054;41.486;2.1237;971.72;19.433775;12.737875;;0.17843;70.592;7.3772;331.72;0.83833;0
09.11.2017 13:30;0.54058;79.418;36.316;16.862;53.178;1.9324;971.65;18.06195;12.855125;;0.17304;56.077;7.2743;313.27;1.0617;0
09.11.2017 14:00;0.56226;78.983;39.211;18.477;57.688;1.4115;971.6;18.9648;13.402875;;0.23606;39.815;7.3486;329.51;0.99049;0
09.11.2017 14:30;0.5491;79.257;38.165;19.396;57.561;1.2361;971.62;19.71945;13.723125;;0.23144;24.91;7.3028;314.85;1.0057;0
09.11.2017 15:00;0.57696;78.629;54.461;20.646;75.107;1.1723;971.78;19.7799;13.2445;;0.19503;18.407;7.4409;354.54;1.6566;0
09.11.2017 15:30;0.55428;79.281;47.658;20.558;68.216;0.98806;971.97;20.161125;13.047625;;0.18728;15.43;7.3819;324.48;0.58922;0
09.11.2017 16:00;0.52617;78.82;34.457;18.902;53.359;1.0278;972.2;19.246575;12.970625;;0.16731;7.5278;7.4924;310.73;1.116;0
09.11.2017 16:30;0.64682;80.192;57.476;23.431;80.907;0.86644;972.42;18.2004;12.79125;;0.19138;1.1271;7.2333;336.68;0.47739;0
09.11.2017 17:00;0.55775;81.805;42.672;21.225;63.897;0.76583;972.78;21.765975;14.22275;;0.15113;0.020942;7.2152;302.64;1.2434;0
09.11.2017 17:30;0.65276;83.244;55.777;21.376;77.153;0.86178;973.1;21.54075;14.239375;;0.19041;0.025282;7.0152;332.83;0.86912;0
09.11.2017 18:00;0.81528;82.037;45.64;20.74;66.38;0.74283;973.32;22.6074;15.187;;0.21944;0.015191;7.0257;356.29;1.1149;0
09.11.2017 18:30;0.67594;81.696;41.612;21.983;63.595;0.76222;973.5;22.477725;15.242125;;0.27516;0.018989;6.9438;350.15;0.6235;0
09.11.2017 19:00;0.66202;82.12;34.942;20.53;55.472;0.78922;973.69;22.495275;15.28675;;0.21309;0.011935;6.8381;348.39;0.04821;0
09.11.2017 19:30;0.60834;82.57;39.768;21.782;61.55;0.75417;974.01;20.7432;14.829125;;0.25588;0.011827;6.7743;354.77;0.83909;0
09.11.2017 20:00;0.56699;83.524;34.014;18.616;52.63;0.79683;974.03;19.5069;14.668125;;0.19149;0.024197;6.6408;265.52;0.69882;0
09.11.2017 20:30;0.52559;84.724;24.668;18.515;43.183;0.70528;974.13;18.5592;14.23325;;0.2015;0.011284;6.3895;297.79;0.1048;0
09.11.2017 21:00;0.49071;84.393;21.407;17.41;38.817;0.6645;974.1;16.370325;12.93825;;0.1368;0.021701;6.3999;303.29;1.3992;0
09.11.2017 21:30;0.51341;84.102;17.56;15.407;32.967;0.72483;974.15;14.966325;11.752625;;0.18517;0.025499;6.3924;306.21;0.90641;0
09.11.2017 22:00;0.47429;84.395;11.234;15.303;26.537;0.74461;974.27;14.90295;11.8935;;0.16239;0.022461;6.3076;303.79;1.6059;0
09.11.2017 22:30;0.45311;84.915;8.3246;15.2754;23.6;0.70056;973.87;14.135625;11.507625;;0.1247;0.0086806;6.1743;284.24;1.2543;0
09.11.2017 23:00;0.44275;85.293;8.6363;15.2527;23.889;0.8265;973.9;14.412525;11.6765;;0.10844;0.023872;6.1076;303.51;0.90936;0
09.11.2017 23:30;0.42345;84.751;8.8015;15.1385;23.94;0.71706;973.87;14.76645;11.834875;;0.077368;0.010199;6.3363;310.87;1.0846;0
10.11.2017 00:00;0.41476;84.928;6.1219;14.6901;20.812;0.81261;973.68;14.91465;12.2575;;0.10826;0.018121;6.2641;306.58;1.3184;0
10.11.2017 00:30;0.41472;84.473;5.3387;14.4503;19.789;0.87261;973.72;15.7356;13.27775;;0.064818;0.016385;6.2514;344.79;0.3734;0
10.11.2017 01:00;0.38913;83.746;2.2966;13.3224;15.619;1.4145;973.54;16.5663;13.82725;;0.079889;0.017687;6.2666;299.84;0.84515;0
10.11.2017 01:30;0.37836;84.674;2.7849;13.7711;16.556;1.1306;973.85;18.80295;15.2605;;0.054586;0.010308;6.1819;300.6;1.6117;0
10.11.2017 02:00;0.36355;86.439;2.4669;13.2571;15.724;1.1149;974.08;19.1832;15.69975;;0.06676;0.012369;5.9152;294.59;1.0641;0
10.11.2017 02:30;0.35091;85.131;2.1154;12.6906;14.806;1.8113;973.99;20.574525;16.36825;;0.04314;0.023438;6.0256;283.45;1.2074;0
10.11.2017 03:00;0.34399;84.83;2.2927;12.9023;15.195;1.4584;973.58;20.80365;16.7165;;0.066655;0.010416;5.9924;296.4;0.1343;0
10.11.2017 03:30;0.33401;84.346;3.017;13.178;16.195;1.4165;972.86;19.782825;15.985;;0.10859;0.019097;5.9409;212.81;0.59595;0
10.11.2017 04:00;0.32662;83.338;3.7296;13.4004;17.13;1.0981;972.5;18.244275;14.977875;;0.068562;0.017361;6.1848;182.31;0.87643;0
10.11.2017 04:30;0.32178;80.911;2.5477;12.9283;15.476;1.8999;972.59;17.489625;14.641;;0.12263;0.025065;6.3771;274.03;0.93954;0
10.11.2017 05:00;0.31957;81.278;2.125;11.565;13.69;2.6294;972.33;18.77955;15.49325;;0.11008;0.022352;6.1638;251.58;2.2683;0
10.11.2017 05:30;0.31371;82.655;4.9438;12.7772;17.721;1.6027;972.5;18.454875;15.38475;;0.12313;0.015951;6.0076;286.99;1.4295;0
10.11.2017 06:00;0.31356;83.323;10.195;14.266;24.461;0.94833;972.51;18.1848;15.292;;0.13842;0.030382;6.1257;291.79;1.2111;0
10.11.2017 06:30;0.31506;82.043;7.4298;13.8792;21.309;2.4663;972.98;20.551125;16.710375;;0.12273;0.019423;6.0486;296.33;1.8927;0
10.11.2017 07:00;0.32719;81.497;9.5583;14.8007;24.359;2.2253;972.93;21.485175;17.644;;0.17123;0.23199;6;270.64;1.54;0
10.11.2017 07:30;0.3289;80.966;10.98;13.901;24.881;3.0475;973.19;23.294775;18.056125;;0.15107;7.068;5.918;263.77;1.5475;0
10.11.2017 08:00;0.40012;80.259;31.398;20.893;52.291;1.5708;973.45;25.08975;19.062375;;0.17701;14.381;6.1999;296.41;1.4847;0
10.11.2017 08:30;0.41652;82.152;14.462;15.354;29.816;1.7439;973.31;23.39325;18.024625;;0.17113;22.95;5.8743;265.31;1.2881;0
10.11.2017 09:00;0.47921;81.534;22.301;16.504;38.805;1.8617;973.29;26.1486;18.9285;;0.23234;56.73;6.0696;300.86;0.99618;0
10.11.2017 09:30;0.61683;80.337;23.455;16.357;39.812;2.2567;973.16;23.5278;17.847;;0.16313;84.665;6.4152;284.35;0.54744;0
10.11.2017 10:00;0.60589;80.666;21.102;15.504;36.606;2.8002;973.02;25.55385;18.834;;0.12638;86.618;6.2953;274.24;1.0568;0
10.11.2017 10:30;0.5069;78.736;27.07;16.266;43.336;2.7446;972.73;26.422575;18.00975;;0.15365;118.09;6.6;238.27;0.19516;0
10.11.2017 11:00;0.48563;75.131;18.603;15.179;33.782;4.0898;972.22;27.163575;17.45325;;0.16076;125.12;7.1314;228.43;1.3584;0
10.11.2017 11:30;0.43094;67.983;7.9396;11.3954;19.335;8.8041;971.78;28.14735;15.004125;;0.14963;121.49;7.5333;229.62;2.9938;0
10.11.2017 12:00;0.38719;66.374;6.8734;11.0916;17.965;9.9399;971.62;21.348675;13.703;;0.1458;115.52;7.7696;245.82;2.896;0
10.11.2017 12:30;0.37271;66.256;6.3039;10.4141;16.718;10.853;971.33;22.103325;14.1195;;0.118;95.088;7.8486;239.24;3.6577;0
10.11.2017 13:00;0.31995;65.594;7.7404;11.8906;19.631;10.644;970.84;20.108475;13.44925;;0.11597;69.907;7.9333;240.98;3.1483;0
10.11.2017 13:30;0.26873;64.855;7.394;13.277;20.671;9.4965;970.65;23.16705;13.6715;;0.12269;35.439;8.0255;250.19;3.0384;2.5362
10.11.2017 14:00;0.27163;69.351;6.0391;13.6999;19.739;9.4063;970.35;21.206325;13.667125;11696;0.063973;36.44;7.6639;244.71;3.7379;22.317
10.11.2017 14:30;0.27657;72.789;9.5886;14.8574;24.446;8.8456;970.13;18.585525;13.912125;20367;0.055108;46.208;7.5076;238.61;3.1137;29.283
10.11.2017 15:00;0.27408;73.317;6.5003;13.1057;19.606;9.9234;970.11;16.92315;12.8735;9336.4;0.067364;30.164;7.2152;247.76;2.9549;29.417
10.11.2017 15:30;0.28664;75.552;13.807;17.517;31.324;6.9672;970.06;18.080475;14.185125;9143.6;0.062962;13.665;7.2257;241.61;2.1246;9.9
10.11.2017 16:00;0.30337;77.095;7.0362;15.8838;22.92;7.3897;970.06;16.112925;12.8175;12816;0.060528;4.0358;7.1562;241.94;2.2518;30
10.11.2017 16:30;0.30118;80.391;10.629;17.338;27.967;7.2211;970.16;15.830175;12.688875;12879;0.051336;0.13704;6.9152;239.49;1.9154;30
10.11.2017 17:00;0.30587;79.601;12.107;15.131;27.238;10.248;970.17;14.0937;11.276625;9597.1;0.040674;0.024631;6.9152;232.32;2.4904;29.083
10.11.2017 17:30;0.29501;80.324;8.9341;14.4489;23.383;12.233;970.29;13.455075;10.71925;9375.9;0.037494;0.0097656;6.6743;239.16;2.524;30
10.11.2017 18:00;0.28509;78.64;4.7005;12.2545;16.955;15.435;970.22;12.07935;9.63705;7304.6;0.031521;0.022569;6.6848;229.1;3.223;7.05
10.11.2017 18:30;0.28448;78.053;3.4307;11.2853;14.716;15.76;970.3;11.553825;9.4241625;11738;0.041243;0.024957;6.7848;226.24;3.0222;0.1
10.11.2017 19:00;0.29129;78.303;2.1849;10.9361;13.121;16.218;970.32;11.639625;9.2125875;7410.3;0.021085;0.012912;6.9848;225.25;2.7165;1.4
10.11.2017 19:30;0.28358;78.682;7.7436;11.9304;19.674;16.196;970.23;11.0009025;9.077925;8231.6;0.035494;0.022895;7.0924;217.92;2.7621;0
10.11.2017 20:00;0.2823;77.922;1.1651;9.2309;10.396;18.466;970.13;10.94757;8.5384875;8231.4;0.061395;0.021918;7.2333;230.42;2.4858;16.633
10.11.2017 20:30;0.28286;80.796;1.9384;9.3956;11.334;18.377;970.03;10.28067;8.4126625;9316.6;0.025179;0.022895;7.1667;235.04;2.8372;22.6
10.11.2017 21:00;0.26758;81.022;1.855;7.8311;9.6861;20.65;970;9.1390425;7.3689625;8054.6;0.041391;0.016168;7.2666;228.8;3.0904;13.35
10.11.2017 21:30;0.26328;84.717;0.47817;8.08593;8.5641;19.94;969.84;8.56389;7.0560625;5695.3;0.0197;0.020074;7.1152;242.63;2.418;21.983
10.11.2017 22:00;0.25579;85.537;0.22806;6.97364;7.2017;20.913;969.74;8.0887725;6.64945;4282.3;-0.00066533;0.021376;7.0667;248.67;2.6388;30
10.11.2017 22:30;0.24876;87.021;0.027056;6.725644;6.7527;20.507;969.66;7.871055;6.472525;3951.2;0.04203;0.016276;6.9743;249.95;2.2289;30
10.11.2017 23:00;0.24473;86.581;0.1045;6.1523;6.2568;21.011;969.59;7.7451825;6.2942875;3677.3;0.013162;0.013671;7.0772;249.77;3.2689;30
10.11.2017 23:30;0.23611;86.22;-0.058611;5.551211;5.4926;21.567;969.6;7.2557325;6.1191125;3071.7;0.0013231;0.011176;7.1409;252.15;3.1524;30
11.11.2017 00:00;0.23216;87.557;0.15083;5.98397;6.1348;21.002;969.52;7.1757825;6.0261875;3253.2;-0.009356;0.027018;7.1258;248.08;3.2499;29.733
11.11.2017 00:30;0.22789;85.91;0.13306;5.50964;5.6427;22.121;969.19;6.82878;5.6649;2782;-0.023435;0.01378;7.344;243.48;3.0333;0.28333
11.11.2017 01:00;0.2205;81.735;-0.0595;4.8441;4.7846;23.974;968.96;6.0945075;4.8932375;2560.8;0.031389;0.0097656;7.7697;252.67;3.2844;0
11.11.2017 01:30;0.21909;81.412;-0.008;4.7961;4.7881;23.489;968.83;5.750625;4.6881375;2868.7;0.033423;0.014865;7.8743;248.85;3.5518;3.6
11.11.2017 02:00;0.21639;82.01;0.13206;5.14534;5.2774;22.197;968.88;5.8427625;4.7863125;4209.1;0.03891;0.0092231;7.8334;244.68;2.7097;0.2
11.11.2017 02:30;0.2186;81.457;0.059222;5.812678;5.8719;20.547;968.86;6.3803775;5.149;4276.6;0.12161;0.0082465;7.8666;252.87;2.474;1.1833
11.11.2017 03:00;0.21862;83.067;0.029778;4.930822;4.9606;20.164;968.75;7.9737225;6.6232875;3049.4;0.045666;0.0094401;7.7076;260.17;3.5093;2.7333
11.11.2017 03:30;0.21887;86.332;0.21994;6.61496;6.8349;16.944;968.72;9.3712875;7.7222875;3725.3;0.051981;0.030599;7.3791;274.37;2.4173;1.85
11.11.2017 04:00;0.21872;89.584;0.16422;8.15598;8.3202;15.589;968.74;9.0984825;7.5962875;4778.4;0.042272;0.033529;7.0666;278.82;1.7129;0.083333
11.11.2017 04:30;0.21623;87.861;0.067;7.4471;7.5141;18.686;968.75;6.32334;5.2656375;5427.5;0.085027;0.019206;7.1333;272.3;1.8741;0.61667
11.11.2017 05:00;0.21087;87.5;0.25967;6.75273;7.0124;21.32;968.58;5.6616075;4.5719375;3528.7;0.030981;0.01964;7.0409;257.62;1.6985;1.3167
11.11.2017 05:30;0.20544;86.081;0.18889;7.32281;7.5117;23.003;968.52;6.077835;4.873375;3692.9;0.11927;0.016276;7.0333;270.51;1.7804;1.2833
11.11.2017 06:00;0.19985;83.478;0.38783;7.43187;7.8197;26.49;968.48;6.61506;4.8732;10529;0.11676;0.020725;6.9409;281.06;2.2779;7.2
11.11.2017 06:30;0.1959;81.251;0.14861;6.71019;6.8588;28.812;968.36;6.0321075;4.531075;5048;0.10722;0.015516;6.782;285.31;1.5108;1.5833
11.11.2017 07:00;0.19823;81.285;0.41522;8.78178;9.197;26.098;968.34;5.69817;4.32265;5379.9;0.13513;0.070095;6.7257;242.78;1.2485;0
11.11.2017 07:30;0.19731;80.103;3.3674;11.2786;14.646;25.361;968.41;5.5565025;3.9414125;5758;0.11172;3.5008;6.8257;209.46;0.80156;0
11.11.2017 08:00;0.20022;81.024;2.3361;11.4169;13.753;20.706;968.39;7.080135;4.8297125;6585.8;0.093225;27.786;7.0695;209.15;1.5662;0
11.11.2017 08:30;0.20878;81.685;1.7936;8.6384;10.432;18.109;968.14;10.224705;7.42715;5593;0.057746;48.865;7.4849;225.83;2.3361;0
11.11.2017 09:00;0.2186;80.624;2.4009;9.0001;11.401;18.079;967.99;9.59115;7.363625;8655.6;0.071498;58.646;7.7286;234.1;2.3986;0
11.11.2017 09:30;0.21274;77.207;2.2508;8.1172;10.368;20.955;967.53;9.9336675;7.149425;5747.4;0.050346;92.535;8.0106;237.47;2.8475;0
11.11.2017 10:00;0.20846;71.466;1.1077;6.3144;7.4221;26.204;967.2;10.0502775;6.53605;4975.8;0.073039;117.63;8.5104;239.7;3.8274;0
11.11.2017 10:30;0.20588;64.227;1.1705;5.859;7.0295;32.153;966.71;9.77874;5.3674875;4308;0.09689;127.13;8.8952;239.86;3.9538;0.066667
11.11.2017 11:00;0.20362;65.019;0.8555;5.1266;5.9821;32.781;966.26;7.72695;4.7621625;4740.2;0.092807;195.92;9.1181;245.1;4.9019;0.51667
11.11.2017 11:30;0.20671;66.816;1.1942;4.9194;6.1136;34.154;965.99;8.612835;4.4249375;3945.2;0.040959;190.58;9.2819;246.02;5.187;13.233
11.11.2017 12:00;0.19788;69.527;0.97644;4.89076;5.8672;35.153;965.46;6.3177825;3.7755125;4328.5;0.03273;181.59;8.9743;242.61;5.4086;19.117
11.11.2017 12:30;0.1934;68.458;0.64883;4.15917;4.808;36.711;965.05;6.17826;3.4438875;3730.6;0.054011;146.67;9;247.16;5.769;1.7833
11.11.2017 13:00;0.19056;72.791;0.60533;4.70727;5.3126;32.207;964.71;5.50473;3.94885;3606.9;0.014386;95.209;8.7638;245.04;6.003;17.883
11.11.2017 13:30;0.19064;76.189;0.99078;6.17412;7.1649;29.69;964.34;5.844615;4.2847625;5338.7;0.028014;75.071;8.5409;245.6;4.4147;18.2
11.11.2017 14:00;0.19167;79.393;0.60939;5.55111;6.1605;28.335;964.04;6.2241825;4.4914375;4076.3;0.031453;65.842;8.4077;245.68;4.5276;29.7
11.11.2017 14:30;0.19384;82.452;1.3129;7.7814;9.0943;25.774;963.77;6.5488575;4.7136875;5110.6;0.013629;51.918;8.2743;245.75;3.9404;30
11.11.2017 15:00;0.19768;83.222;0.69694;6.18426;6.8812;27.374;963.43;6.1783575;4.7374;4613.8;0.003972;27.725;8.2411;243.69;5.3848;30
11.11.2017 15:30;0.19778;83.926;1.3678;7.3539;8.7217;26.437;963.37;6.21765;4.7014375;5785.6;0.009458;21.648;8.1923;243.22;4.3773;30
11.11.2017 16:00;0.19221;84.687;0.36022;6.31908;6.6793;27.622;963.23;5.7711;4.2807375;4382;-0.015367;11.8;8.241;243.22;5.1407;30
11.11.2017 16:30;0.19714;83.13;1.1778;7.5669;8.7447;26.886;962.93;5.4155175;4.0490375;6119;-0.0039133;1.7426;8.4029;241.69;4.34;30
11.11.2017 17:00;0.19049;82.11;0.67961;6.09319;6.7728;28.275;962.6;5.03751;3.7602875;4129;-0.0028339;0.010308;8.5336;236.67;4.9885;30
11.11.2017 17:30;0.19462;81.79;1.498;6.3819;7.8799;27.578;962.41;4.96458;3.502075;5588.2;0.011778;0.0069444;8.6924;230.81;5.0256;30
11.11.2017 18:00;0.19611;80.084;1.3099;6.7298;8.0397;27.106;962.4;4.58043;3.3479875;5667.8;0.0080515;0.013671;8.9182;238.46;4.7122;30
11.11.2017 18:30;0.19183;81.526;1.4519;6.3724;7.8243;28.193;962.32;4.480785;2.888175;7099.3;-0.0068167;0.026584;8.7999;240.67;4.9567;30
11.11.2017 19:00;0.19301;81.171;0.93606;6.05284;6.9889;28.924;962.26;4.00323;2.447;5227.6;0.0092384;0.018229;8.8668;241.19;4.4126;30
11.11.2017 19:30;0.18816;79.436;0.68011;4.58049;5.2606;29.943;962.08;3.5220675;2.2978125;4382.1;-0.0018395;0.018663;9.0923;237.8;5.1836;30
11.11.2017 20:00;0.18469;81.655;0.16372;4.52848;4.6922;29.497;961.92;3.594705;2.3504;5219;0.012666;0.026693;8.9152;239.78;5.2265;30
11.11.2017 20:30;0.18776;82.436;0.56311;4.38029;4.9434;29.047;961.86;3.2991825;2.486725;4323.4;0.00074871;0.022244;8.8667;238.58;5.0562;30
11.11.2017 21:00;0.19158;83.713;1.0982;4.2485;5.3467;28.754;961.75;3.1989525;2.4610875;4451.9;-0.0153;0.030599;8.8075;235.08;5.1994;30
11.11.2017 21:30;0.18873;87.1;0.39806;4.72454;5.1226;27.326;961.69;3.37065;2.553925;4553.1;-0.021125;0.010416;8.6076;236.77;4.2356;30
11.11.2017 22:00;0.18948;88.375;0.474;5.214;5.688;26.459;961.66;3.6651975;2.5132375;4234.1;0.0061356;0.022461;8.5076;241.25;3.7866;30
11.11.2017 22:30;0.18871;87.328;0.63411;4.98259;5.6167;26.733;961.6;3.292455;2.5235625;3556.1;-0.019213;0.01161;8.6772;234.33;3.8033;30
11.11.2017 23:00;0.18867;86.046;0.45972;4.81158;5.2713;26.548;961.37;3.4557675;2.3791;3371.3;-0.013148;0.024957;8.8925;237.4;4.2688;30
11.11.2017 23:30;0.18871;87.074;0.39394;4.90626;5.3002;26.291;961.14;3.7675725;2.80785;3397.3;-0.01319;0.015951;8.8666;237.26;4.0453;30
12.11.2017 00:00;0.19073;87.855;0.16433;5.75177;5.9161;24.703;961.07;3.3625575;2.4197;3913.5;-0.013007;0.027127;8.8409;245.08;3.4045;30
12.11.2017 00:30;0.19125;89.711;0.50189;7.46821;7.9701;22.696;960.91;3.59919;2.4276625;3641.1;-0.011732;0.010416;8.7667;243.66;3.338;30
12.11.2017 01:00;0.19093;89.097;0.40678;5.09702;5.5038;24.905;960.66;3.031935;2.2993;3627.8;-0.015333;0.012586;8.8591;240.09;3.6363;30
12.11.2017 01:30;0.18887;88.482;0.089944;4.107456;4.1974;26.142;960.51;2.9263425;2.1179125;2986.4;-0.035063;0.025391;9.0516;238.4;4.0496;30
12.11.2017 02:00;0.18709;88.311;0.023556;3.769044;3.7926;26.226;960.3;3.0905325;2.0452;2661;-0.019986;0.0071615;9.1667;240.72;4.0356;30
12.11.2017 02:30;0.18716;89.764;0.154;3.8057;3.9597;25.854;960.12;2.81568;2.0008375;2676.1;-0.033558;0.007704;9.1667;241.6;3.8595;30
12.11.2017 03:00;0.18602;90.498;0.23572;3.77278;4.0085;25.697;959.73;2.586165;1.8663325;2565.8;-0.004529;0.023655;9.2771;240.37;3.6824;30
12.11.2017 03:30;0.18297;90.64;0.076389;3.477011;3.5534;26.095;959.51;2.3649765;1.67434;2662.3;-0.014911;0.012586;9.4;240.82;3.7424;30
12.11.2017 04:00;0.1817;90.619;-0.18578;2.93668;2.7509;26.651;959.31;2.33694525;1.62835875;2225.7;-0.0023637;0.011827;9.5696;244.84;3.9471;30
12.11.2017 04:30;0.18169;88.415;-0.12033;2.50663;2.3863;27.142;959.07;2.5137225;1.5630925;1638.2;-0.013374;0.016602;9.9515;245.07;3.9945;30
12.11.2017 05:00;0.18127;88.106;0.037778;2.334722;2.3725;27.049;958.78;2.31732825;1.53905625;1739.8;-0.021534;0.012044;10.051;244.09;4.3971;30
12.11.2017 05:30;0.18076;87.795;-0.065389;2.713289;2.6479;26.48;958.63;1.982172;1.47929375;1883.9;-0.010434;0.022786;10.158;247.39;4.0493;2.1667
12.11.2017 06:00;0.17981;86.822;0.20328;2.91922;3.1225;25.865;958.33;1.9445955;1.52145125;2066;0.0013344;0.016819;10.266;244.3;3.7501;25.25
12.11.2017 06:30;0.18034;87.266;-0.15544;2.98934;2.8339;25.691;958.01;2.3657175;1.5744325;2164.6;0.024241;0.025174;10.266;239.59;3.6528;30
12.11.2017 07:00;0.18031;86.802;0.1245;2.8057;2.9302;25.443;957.66;2.22261675;1.55575125;2322.5;-0.015005;0.086263;10.359;245.12;3.5784;12.733
12.11.2017 07:30;0.18152;87.085;-0.10311;3.08111;2.978;24.857;957.36;2.28000525;1.55030875;2177.2;0.0084326;4.6063;10.392;241.78;3.3532;27.817
12.11.2017 08:00;0.18124;87.527;0.095667;2.838533;2.9342;24.867;956.97;2.206812;1.55750125;2011.5;-0.0035715;13.388;10.44;241.83;3.4993;30
12.11.2017 08:30;0.18312;86.499;0.2585;3.5176;3.7761;24.357;956.56;2.12006625;1.58796;2465.4;0.00032702;27.471;10.595;237.13;3.5603;25.55
12.11.2017 09:00;0.18212;83.635;0.26878;3.14222;3.411;25.105;956.21;2.1903345;1.5659275;2268.4;-0.0085659;27.166;10.974;242.5;4.2007;29.167
12.11.2017 09:30;0.18033;84.081;0.197;2.9556;3.1526;26.149;955.85;2.2095615;1.64302375;2588.4;-0.020373;47.668;10.918;241.1;4.7875;26.85
12.11.2017 10:00;0.17852;82.988;0.22533;2.73527;2.9606;27.808;955.53;2.36685825;1.6382025;2365.2;-0.005746;58.92;10.966;245.05;5.7738;30
12.11.2017 10:30;0.17524;82.832;0.25844;2.77026;3.0287;29.081;955.07;2.6469075;1.81370125;2452.8;-0.017506;120.23;10.866;246.32;5.8075;18.367
12.11.2017 11:00;0.1678;76.487;0.37072;2.54848;2.9192;31.019;954.45;3.1739925;1.7669675;2270.7;-0.010707;68.746;11.125;246.17;6.8669;0
12.11.2017 11:30;0.16164;75.913;0.35594;2.55716;2.9131;31.727;953.84;3.7983825;2.0340875;2296.8;-0.0073755;72.85;10.974;244.82;7.4433;0
12.11.2017 12:00;0.15639;67.428;0.23439;2.34251;2.5769;34.838;952.99;4.927725;2.0332125;2281.1;-0.0057363;112.67;11.092;244.69;8.3838;0
12.11.2017 12:30;0.15297;66.752;0.46967;2.98413;3.4538;34.221;952.23;4.5341175;2.0433625;2940.3;0.020129;54.141;11.099;242.32;6.2882;0
12.11.2017 13:00;0.15493;66.84;0.47033;3.11877;3.5891;34.017;951.26;4.4177025;2.0249875;3845.9;0.022843;64.018;11.218;238.11;6.5274;4.2333
12.11.2017 13:30;0.15234;64.968;0.72361;2.83629;3.5599;34.189;950.66;4.1577675;1.81392;3503;-0.0098822;100.33;11.646;240.15;7.0436;0
12.11.2017 14:00;0.1524;62.612;0.898;3.0858;3.9838;34.273;949.81;4.493655;1.77126375;2734.8;0.013275;89.132;12.118;241.7;7.841;0.51667
12.11.2017 14:30;0.14879;63.217;0.27994;2.64416;2.9241;34.533;949.11;5.8022025;1.8510725;3024;-0.0044687;69.902;12.03;239.34;7.203;0
