;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Summe);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Vektorielle Windmittelung(Richtung));Vertikale Verdichtung (Vektorielle Windmittelung(Betrag))
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;µg/m3;ppb;W/m2;°C;°;m/s
;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1
Startzeit;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet
15.01.2013 20:00;0.357270772;0.30689;73.996;6.891592204;5.52525;29.1638636;15.25075;20.776;40.82069028;20.4615;955.455;16.670024;12.25;1.813251263;0.681035;0.010688;0.93472;207.1509268;2.108599435
15.01.2013 21:00;0.308794918;0.26525;68.4045;3.393815267;2.72095;24.73844104;12.93655;15.6575;46.13536999;23.1255;955.05;14.052312;0;1.927938171;0.72411;0.0127495;0.952775;199.6447245;2.527257877
15.01.2013 22:00;0.291029751;0.24999;68.2265;2.354448038;1.88765;26.78038478;14.00435;15.892;43.44710764;21.778;955.095;13.180528;0;1.859458838;0.69839;0.014106;1.03195;221.960175;2.192591882
15.01.2013 23:00;0.25572643;0.219665;68.231;0.493471803;0.395635;14.58564164;7.627315;8.02295;55.03406701;27.586;955.385;13.028544;0;1.452510018;0.545545;0.009223;0.82778;244.9942891;2.867844261
16.01.2013 00:00;0.239253487;0.205515;76.383;0.602927787;0.48339;13.62193331;7.12336;7.60675;54.25801205;27.197;955.54;16.347176;2.3;1.335466804;0.501585;0.01052505;0.375;249.2822368;2.320053122
16.01.2013 01:00;0.229579271;0.197205;81.8535;0.242772636;0.19464;12.12738271;6.34181;6.53645;52.77772213;26.455;955.735;12.2086328;0.28333;1.260211425;0.47332;0.012478;0.0110835;256.8834221;2.267607692
16.01.2013 02:00;0.225236934;0.193475;85.304;0.237677454;0.190555;13.15970402;6.881645;7.0722;50.26601727;25.196;956.005;10.857108;0.033333;1.338222485;0.50262;0.0137805;-0.3625;247.145484;1.887218023
16.01.2013 03:00;0.220632659;0.18952;78.7695;0.359182264;0.28797;13.42978636;7.02288;7.31085;46.53835997;23.3275;956.025;8.3401208;0.11667;1.570125669;0.58972;0.0113935;-0.205555;253.0619022;2.351924765
16.01.2013 04:00;0.225184546;0.19343;77.267;0.705099594;0.565305;16.42388821;8.588595;9.1539;41.81220523;20.9585;955.815;10.365284;0.1;1.570285419;0.58978;0.0120445;-0.557115;277.8793783;2.498594589
16.01.2013 05:00;0.249928886;0.214685;82.9155;4.504964069;3.6118;25.01122927;13.0792;16.691;34.37085563;17.2285;955.745;12.3432;26.533;2.172980761;0.816145;0.0125325;-1.2527;317.6254481;1.241624729
16.01.2013 06:00;0.264201556;0.226945;67.1095;4.304836297;3.45135;25.73111101;13.45565;16.907;37.50001296;18.797;956.04;12.545216;0;2.6435898;0.9929;0.0137805;-1.34445;299.4423937;1.769139094
16.01.2013 07:00;0.298812198;0.256675;66.7085;7.128140859;5.7149;35.93595339;18.7921;24.507;27.36042601;13.7145;956.215;14.387432;0;2.46916985;0.92739;0.015191;-1.9472;290.1687866;1.858869404
16.01.2013 08:00;0.335442668;0.28814;67.1505;14.14109444;11.33745;39.46785824;20.63905;31.9765;23.66768121;11.8635;956.46;14.081104;0;2.271972269;0.853325;11.3514;-2.08885;293.9644317;2.012663684
16.01.2013 09:00;0.359354629;0.30868;69.3155;19.02492301;15.253;38.97630398;20.382;35.635;23.8412462;11.9505;956.47;15.743488;0;2.760912576;1.036965;55.186;-2.17645;309.204032;1.249184619
16.01.2013 10:00;0.372084779;0.319615;68.8845;17.54632241;14.06755;35.36197941;18.49195;32.5595;29.13597592;14.6045;956.375;16.748376;0;2.763002633;1.03775;65.4405;-2.00835;333.6028705;1.399417919
16.01.2013 11:00;0.409704789;0.35193;68.255;25.90809601;20.7715;35.57338312;18.6025;39.374;28.60131594;14.3365;956.13;15.333792;0;2.561824624;0.96219;184.805;-2.04025;333.8272146;0.868194879
16.01.2013 12:00;0.388994284;0.33414;66.167;19.1652432;15.3655;33.67256641;17.6085;32.974;31.12299581;15.6005;955.54;15.538168;0;2.417530789;0.907995;163.55;-1.7028;1.858980845;1.442990446
16.01.2013 13:00;0.351339349;0.301795;62.455;15.96157738;12.797;30.39872516;15.8965;28.6935;36.34590552;18.2185;954.87;17.594672;0;2.097911756;0.78795;155.03;-1.8638;288.9890711;0.95736278
16.01.2013 14:00;0.430566637;0.36985;63.471;39.37384496;31.5675;43.98363652;23.0005;54.568;26.27215357;13.169;954.565;20.427616;0;2.158243859;0.81061;92.09;-1.7196;21.85122405;1.307854581
16.01.2013 15:00;0.442935896;0.380475;61.6865;39.51541244;31.681;53.77838821;28.1225;59.8035;23.31257123;11.6855;954.695;22.97028;0;2.627015778;0.986675;57.4605;-1.61685;42.44670532;1.080077596
16.01.2013 16:00;0.610220667;0.52417;61.2495;56.46671489;45.2715;63.06255836;32.9775;78.249;14.7977122;7.4174;954.77;24.609064;0;2.941256574;1.1047;17.231;-1.69725;41.92625365;1.32469584
16.01.2013 17:00;0.552553726;0.474635;61.6535;44.21333236;35.4475;62.7824078;32.831;68.2785;14.28459822;7.1602;955.125;20.403544;0;2.632220953;0.98863;0.2231453;-1.8999;43.04691601;0.99860669
16.01.2013 18:00;0.58991762;0.50673;58.4375;28.513686;22.8605;61.48778717;32.154;55.0145;14.09247973;7.0639;955.515;21.849752;0;3.894029874;1.46255;0.012858;-1.6514;356.0303164;1.23479026
16.01.2013 19:00;0.476137898;0.408995;59.734;18.68877821;14.9835;50.03507966;26.165;41.1485;17.97006127;9.00755;955.825;23.414904;0;3.005555792;1.12885;0.013292;-1.9904;22.30846114;2.03654687
16.01.2013 20:00;0.457086328;0.39263;61.603;8.352231822;6.6963;38.62864957;20.2002;26.8965;20.2482514;10.1495;955.98;26.10672;0;2.995704566;1.12515;0.013563;-2.42365;18.64159227;2.195671343
16.01.2013 21:00;0.432935713;0.371885;62.98;9.348006246;7.49465;36.95376998;19.32435;26.819;20.50660388;10.279;956.095;23.303512;0;3.119244264;1.17155;0.0135635;-2.7666;13.07883497;1.875695689
16.01.2013 22:00;0.392283052;0.336965;62.49;9.595655788;7.6932;32.74759152;17.1248;24.818;23.67865371;11.869;956.35;21.526432;0;3.152525433;1.18405;0.0109593;-2.68745;355.1365067;1.762130385
16.01.2013 23:00;0.362195193;0.31112;72.3145;5.702861929;4.5722;31.57726976;16.5128;21.085;22.21731629;11.1365;956.815;22.159856;0;2.327272259;0.874095;0.009006;-3.1696;18.86689306;1.576347354
17.01.2013 00:00;0.326094418;0.28011;76.396;7.735134814;6.20155;25.26699812;13.21295;19.4145;27.6586785;13.864;957.225;19.890008;0.149997;2.238092039;0.8406;0.01063355;-3.3556;337.6386172;1.351768889
17.01.2013 01:00;0.315186187;0.27074;79.304;6.958384613;5.5788;22.79297235;11.9192;17.498;28.66515594;14.3685;957.455;19.328328;0.21667;1.990546706;0.747625;0.010959;-3.60125;332.1421756;1.040735799
17.01.2013 02:00;0.304301239;0.26139;82.7315;1.714712707;1.37475;20.09960686;10.51075;11.8855;28.17139347;14.121;957.755;20.819848;1.75;2.08412004;0.78277;0.0115015;-3.7152;313.222599;0.923847308
17.01.2013 03:00;0.300028751;0.25772;86.198;0.993641557;0.79664;21.59809678;11.29436;12.091;26.73499355;13.401;958.02;20.173208;52.05;1.737117262;0.65244;0.0155165;-3.8193;296.4089316;1.09781049
17.01.2013 04:00;0.329563632;0.28309;87.1535;7.958275096;6.38045;31.2746498;16.35455;22.735;17.48258305;8.7632;958.23;17.823592;60;2.046605506;0.76868;0.0090603;-3.8361;298.9188553;0.948152869
17.01.2013 05:00;0.337165633;0.28962;86.5975;5.527742333;4.4318;35.1492371;18.3807;22.8125;12.43433557;6.23275;958.635;23.458328;60;2.500680461;0.939225;0.0107965;-3.8318;299.5733931;1.121169578
17.01.2013 06:00;0.353731709;0.30385;86.2655;9.322561518;7.47425;42.96773222;22.46925;29.9435;7.080055115;3.5489;959.1;25.992496;60;2.551986711;0.958495;0.0107963;-3.90285;255.8755762;1.05192307
17.01.2013 07:00;0.420153175;0.360905;87.1975;25.3667719;20.3375;50.02934278;26.162;46.4995;2.791603348;1.3993;959.55;28.534688;60;3.243316462;1.21815;0.0144855;-3.9082;292.5061849;1.165431146
17.01.2013 08:00;0.48486914;0.416495;85.947;33.59764235;26.9365;50.67569696;26.5;53.4365;2.828111846;1.4176;960.16;32.624096;49.283;3.34435809;1.2561;10.5758;-3.63475;296.664853;1.133513648
17.01.2013 09:00;0.471539444;0.405045;84.5375;36.98590717;29.653;46.64841327;24.394;54.047;5.579914947;2.79695;960.84;31.276064;4.3;3.100473685;1.1645;29.24;-3.63335;273.0166933;1.046778889
17.01.2013 10:00;0.485864501;0.41735;85.308;39.9239001;32.0085;47.55292665;24.867;56.8755;6.703798135;3.3603;961.085;31.313824;54.367;3.225477755;1.21145;56.941;-3.3762;295.1522928;1.167170379
17.01.2013 11:00;0.534951542;0.459515;84.4715;42.77021718;34.2905;44.71795606;23.3845;57.675;9.503082233;4.76345;961.045;33.926816;11.56633;3.373512394;1.26705;92.1685;-3.02755;296.3656093;1.426729947
17.01.2013 12:00;0.524054953;0.450155;82.393;39.60459372;31.7525;43.0972899;22.537;54.2895;12.04441284;6.0373;960.745;33.277816;0;3.739472126;1.4045;106.03;-2.7944;282.079108;1.004561066
17.01.2013 13:00;0.515841765;0.4431;79.9135;29.99297261;24.0465;42.92422761;22.4465;46.493;12.8039093;6.418;960.435;29.011408;0.11667;3.342627469;1.25545;103.5555;-2.2986;253.0548979;1.591277017
17.01.2013 14:00;0.532233216;0.45718;79.8925;35.28460284;28.289;47.90574424;25.0515;53.3405;9.423082737;4.72335;960.42;33.935312;0.65;3.212032163;1.2064;59.5375;-2.16945;259.8666379;1.378552958
17.01.2013 15:00;0.545714253;0.46876;83.983;33.67060885;26.995;50.92525086;26.6305;53.6255;6.078066419;3.04665;960.7;36.275488;1.65;3.246644578;1.2194;29.094;-2.3653;276.6389565;1.244601015
17.01.2013 16:00;0.567006841;0.48705;86.781;30.60539228;24.5375;53.04980555;27.7415;52.279;3.183122077;1.59555;961.04;33.891416;38.4667;3.22361401;1.21075;8.22095;-2.38625;293.7468629;1.412276613
17.01.2013 17:00;0.581884877;0.49983;86.231;31.4485607;25.2135;54.71732283;28.6135;53.827;1.639052011;0.82158;961.51;34.06464;60;3.469095911;1.30295;0.056263;-2.57375;301.8885341;1.519243054
17.01.2013 18:00;0.592641767;0.50907;89.3345;29.71919233;23.827;55.78533704;29.172;52.999;1.394664524;0.69908;961.815;32.649112;60;3.468962786;1.3029;0.01454005;-2.94565;296.5090646;1.017024702
17.01.2013 19:00;0.571628579;0.49102;88.231;27.1323117;21.753;54.62457674;28.565;50.318;1.439172972;0.72139;961.935;29.212008;60;3.784601391;1.42145;0.011556;-2.80425;302.7658599;1.163816192
17.01.2013 20:00;0.547617664;0.470395;88.137;20.46429633;16.407;52.46464467;27.4355;43.8425;1.715640057;0.85997;962.065;32.225728;60;3.765298313;1.4142;0.0196395;-2.96795;302.1375256;1.224082577
17.01.2013 21:00;0.507698426;0.436105;88.228;11.85973762;9.5084;49.5514614;25.9121;35.4205;2.993517287;1.50051;962.155;28.91512;60;3.59236936;1.34925;0.0118815;-3.15425;302.0756659;1.209363044
17.01.2013 22:00;0.498903156;0.42855;87.2;13.11089479;10.5115;52.00282653;27.194;37.7055;2.02727899;1.01618;961.885;27.077624;60;3.784068892;1.42125;0.013509;-3.1805;302.7627974;1.185974035
17.01.2013 23:00;0.469996924;0.40372;86.6805;6.197786826;4.969;48.53393165;25.38;30.349;3.077486833;1.5426;961.525;28.318512;60;3.23559523;1.21525;0.0105795;-3.40285;299.0761205;1.283575128
18.01.2013 00:00;0.464764;0.399225;90.771;11.97604747;9.60165;51.57131819;26.96835;36.57;2.294748625;1.15025;960.985;33.355224;60;3.617796173;1.3588;0.0069987;-3.9099;343.9692208;0.390157971
18.01.2013 01:00;0.449565819;0.38617;88.4665;10.86153098;8.7081;45.21878493;23.6464;32.3545;5.018521977;2.51555;960.66;30.042728;6.25;3.945682248;1.48195;0.00884335;-3.9291;19.36289413;1.260328698
18.01.2013 02:00;0.441684418;0.3794;88.6205;8.99508538;7.2117;42.9649594;22.4678;29.6795;5.382210457;2.69785;960.35;28.012184;0;4.514257736;1.6955;0.01025405;-4.0085;26.77278149;1.279456425
18.01.2013 03:00;0.445345718;0.382545;90.3295;5.965042406;4.7824;45.00403471;23.5341;28.3165;3.549204557;1.77905;959.955;30.537856;0;4.458611621;1.6746;0.0157335;-4.19575;16.87345702;0.715334276
18.01.2013 04:00;0.467232031;0.401345;89.0465;24.84976996;19.923;49.19654029;25.7265;45.6495;2.895941842;1.4516;959.275;29.041616;0;5.487265986;2.06095;0.019694;-4.07385;34.32536068;0.934047369
18.01.2013 05:00;0.461847765;0.39672;89.9745;22.29407159;17.874;47.73555039;24.9625;42.8365;2.02993234;1.01751;958.685;30.638392;0;5.173491127;1.9431;0.0138345;-4.95855;35.57417953;2.014623226
18.01.2013 06:00;0.516703247;0.44384;92.6565;54.07066971;43.3505;57.1755722;29.899;73.2495;1.326844503;0.665085;958.275;31.38604;0;5.238722218;1.9676;0.00819245;-5.31945;33.49953022;1.537784671
18.01.2013 07:00;0.732655961;0.62934;93.562;122.7801652;98.4375;71.75391846;37.5225;135.96;1.312320904;0.657805;958.1;36.19572;0;5.437610483;2.0423;0.0523005;-5.4875;31.51389679;1.693831422
18.01.2013 08:00;0.851109807;0.73109;92.259;210.0686772;168.42;91.84731037;48.03;216.45;1.803070927;0.903795;958.245;45.410576;0;5.613734428;2.10845;16.76345;-5.88485;27.85008476;1.780066172
18.01.2013 09:00;0.963189848;0.827365;91.1915;196.3547175;157.425;96.85751135;50.65;208.075;2.550707111;1.27855;958.37;54.60608;0;7.039899073;2.6441;56.166;-5.5765;15.76617564;1.242542869
18.01.2013 10:00;0.865527998;0.743475;89.6695;157.139902;125.985;80.02935538;41.85;167.835;3.515289559;1.76205;958.085;46.793064;0;5.846569485;2.1959;120.419;-5.34715;28.84747182;1.649527226
18.01.2013 11:00;0.916367109;0.787145;81.45;153.9586875;123.4345;79.30364116;41.4705;164.905;5.828990683;2.9218;956.63;42.563944;0;6.010845334;2.2576;150.44;-4.06055;47.07670187;1.433319673
18.01.2013 12:00;0.702934814;0.60381;70.8335;45.47746135;36.461;39.621702;20.7195;57.1805;16.83969433;8.44095;955.6;43.256368;0;5.148463688;1.9337;201.83;-3.02345;65.78733404;1.532462893
18.01.2013 13:00;0.716031676;0.61506;73.47;65.76401877;52.7255;58.77998389;30.738;83.4635;11.62356762;5.82635;954.61;44.510944;0;5.315535155;1.99645;160.32;-2.85;14.54418134;1.742200617
18.01.2013 14:00;0.68069343;0.584705;71.885;60.07325556;48.163;57.15836159;29.89;78.053;13.05916954;6.54595;954.205;42.782008;0;5.232731608;1.96535;86.182;-2.4929;33.23877889;1.879213733
18.01.2013 15:00;0.657741906;0.56499;68.1115;54.96185882;44.065;54.67142786;28.5895;72.6545;14.30025897;7.16805;953.97;33.057392;0;4.744563424;1.782;83.6175;-2.31945;43.00651566;2.263966234
18.01.2013 16:00;0.743878517;0.63898;69.159;46.58006621;37.345;57.53508281;30.087;67.432;9.149468502;4.5862;953.34;34.879312;0;4.726325343;1.77515;12.0685;-2.8129;52.91747194;2.821317611
18.01.2013 17:00;0.705839407;0.606305;70.687;48.54330156;38.919;66.33353117;34.688;73.607;2.655644106;1.33115;952.92;35.978128;0;4.697836663;1.76445;0.0946705;-3.47245;57.07961755;2.938481511
18.01.2013 18:00;0.674325445;0.579235;71.6565;36.9366392;29.6135;55.44590549;28.9945;58.608;5.557670698;2.7858;952.325;34.415808;0;4.025823302;1.51205;0.015408;-3.70155;57.51783182;2.7063265
18.01.2013 19:00;0.609993655;0.523975;73.316;21.51077311;17.246;54.13694267;28.31;45.556;4.390097011;2.20055;951.495;32.109616;0;4.108759975;1.5432;0.010959;-4.0571;58.88837489;2.690549839
18.01.2013 20:00;0.563776282;0.484275;74.2965;13.03942504;10.4542;50.29859328;26.3028;36.757;5.673779691;2.844;950.62;29.55232;0;4.115016835;1.54555;0.0151365;-4.33475;55.49611215;3.971765637
18.01.2013 21:00;0.536796745;0.4611;76.418;10.14022285;8.1298;46.10474909;24.1097;32.2395;7.738006079;3.8787;949.915;35.366416;0;4.07587818;1.53085;0.0123155;-4.48475;53.3433604;4.131420032
18.01.2013 22:00;0.56362494;0.484145;78.036;11.22093776;8.99625;50.55187615;26.43525;35.4315;4.576130751;2.2938;949.46;33.027656;0;4.030748915;1.5139;0.01199;-4.5442;46.66553851;3.573689206
18.01.2013 23:00;0.573654227;0.49276;78.354;11.94991673;9.5807;51.27864214;26.8153;36.396;3.161476328;1.5847;949.24;33.982984;0;3.701531594;1.39025;0.013238;-4.1304;29.2789143;2.22676483
19.01.2013 00:00;0.58464395;0.5022;79.063;10.0627661;8.0677;46.2990378;24.2113;32.279;5.005354978;2.50895;948.805;35.718056;0;3.285916358;1.23415;0.012641;-4.23905;36.38358651;2.063144273
19.01.2013 01:00;0.552495518;0.474585;79.0175;11.70551015;9.38475;44.37039727;23.20275;32.5875;5.184505968;2.59875;948.23;35.570792;0;3.166902898;1.18945;0.0116103;-4.2151;40.06720144;1.89971999
19.01.2013 02:00;0.52059156;0.44718;79.453;10.30779634;8.26415;44.43560637;23.23685;31.501;5.690238441;2.85225;947.555;36.225928;0;4.635800564;1.74115;0.013346;-4.2985;35.38775417;1.63794756
19.01.2013 03:00;0.51524804;0.44259;79.6025;8.164202769;6.54555;44.09349761;23.05795;29.6035;4.064413279;2.0373;947.135;34.919432;0;4.114084962;1.5452;0.011827;-4.18335;30.47099448;1.962446347
19.01.2013 04:00;0.516831305;0.44395;80.0485;10.86839108;8.7136;44.2922802;23.1619;31.8755;3.064718833;1.5362;946.26;35.178088;0.91667;4.471790964;1.67955;0.0180665;-4.2361;35.73138946;1.879874228
19.01.2013 05:00;0.524689423;0.4507;80.404;10.2698787;8.23375;47.46735165;24.82225;33.056;1.523950492;0.763885;945.525;35.26352;0;4.346653769;1.63255;0.015842;-4.05785;32.72907023;1.58303284
19.01.2013 06:00;0.526278509;0.452065;80.534;13.03817775;10.4532;45.23867275;23.6568;34.11;1.702562832;0.853415;945.485;36.270768;2.3;4.294868271;1.6131;0.015571;-3.9753;30.43775771;1.73832214
19.01.2013 07:00;0.548840038;0.471445;84.718;17.8362551;14.3;47.4821719;24.83;39.13;1.489816044;0.746775;945.62;35.695872;48.717;4.545275785;1.70715;0.013618;-4.2319;23.4117031;1.153096055
19.01.2013 08:00;0.577530898;0.49609;85.426;25.66237976;20.5745;45.20654627;23.64;44.2145;2.960978839;1.4842;945.28;35.556632;60;4.375541824;1.6434;8.01025;-3.8789;20.11003802;1.616791784
19.01.2013 09:00;0.67717765;0.581685;85.507;33.53590147;26.887;44.66728036;23.358;50.245;5.176226718;2.5946;945.175;37.192584;48.783;4.928009226;1.8509;41.2845;-3.79415;23.49152329;1.672304843
19.01.2013 10:00;0.692655232;0.59498;83.654;51.64157133;41.403;47.3530923;24.7625;66.1655;7.289230854;3.65375;944.97;39.367088;0;4.899387421;1.84015;95.569;-3.29135;28.06498167;1.380960287
19.01.2013 11:00;0.650500796;0.55877;80.42;37.20605396;29.8295;44.39764741;23.217;53.0465;10.64502017;5.33585;944.585;40.218104;0.166667;5.101736927;1.91615;117.625;-2.72775;13.13563715;0.930688203
19.01.2013 12:00;0.665693157;0.57182;83.2745;44.3268358;35.5385;50.11348356;26.206;61.7445;9.619091477;4.8216;943.855;44.459024;1.76663;4.291540154;1.61185;116.42;-2.4081;22.5341873;1.902006412
19.01.2013 13:00;0.671164735;0.57652;83.841;40.96601137;32.844;51.96362458;27.1735;60.0175;10.30108219;5.16345;943.01;45.921752;7.6166;4.143904889;1.5564;94.5485;-2.03185;16.95623938;1.932792938
19.01.2013 14:00;0.663487063;0.569925;81.329;31.3699814;25.1505;47.77666463;24.984;50.1345;11.18895689;5.6085;942.615;41.768152;0;4.178251055;1.5693;88.491;-1.76225;22.98594313;1.965377861
19.01.2013 15:00;0.644493702;0.55361;78.815;28.14947715;22.5685;46.66944846;24.405;46.9735;13.08131404;6.55705;942.11;40.97;0;3.954069102;1.4851;65.4515;-1.61525;37.02166029;2.174659268
19.01.2013 16:00;0.630226853;0.541355;79.3365;19.93419784;15.982;49.44322576;25.8555;41.8375;10.37679244;5.2014;941.85;50.847072;0;3.600756214;1.3524;23.3136;-1.4333;36.55895799;2.193446792
19.01.2013 17:00;0.613218394;0.526745;79.6795;15.41239535;12.3567;53.7301985;28.0973;40.454;4.732339243;2.3721;941.75;46.44284;0;3.876856791;1.4561;0.20925805;-1.5;37.20407212;2.249337722
19.01.2013 18:00;0.585319166;0.50278;77.65;15.216446;12.1996;53.89389056;28.1829;40.3825;5.207947217;2.6105;941.89;39.061232;0;4.452754136;1.6724;0.01101325;-1.39855;39.15505181;2.000831658
19.01.2013 19:00;0.627776284;0.53925;77.17;21.88683122;17.5475;57.29030963;29.959;47.5065;3.013148086;1.51035;941.955;38.323968;0.38333;4.038736396;1.5169;0.018663;-1.38045;30.32188198;1.712783865
19.01.2013 20:00;0.628864779;0.540185;79.0055;19.29184319;15.467;59.14140679;30.927;46.394;1.598433813;0.80122;941.815;38.790776;6.9167;4.187702907;1.57285;0.00922305;-1.19995;35.10634263;1.681866065
19.01.2013 21:00;0.646915166;0.55569;82.2005;13.82540519;11.08435;53.79206109;28.12965;39.214;2.237561953;1.121585;941.49;42.52996;60;3.692212866;1.38675;0.018826;-1.2333;32.20570709;2.670493523
19.01.2013 22:00;0.606023851;0.520565;85.4415;11.68043961;9.36465;52.98067625;27.70535;37.07;2.332254623;1.16905;941.175;40.995488;60;2.896393558;1.08785;0.0885405;-1.1319;31.57102364;2.27885677
19.01.2013 23:00;0.592187743;0.50868;85.7745;12.81759441;10.27635;52.13506142;27.26315;37.5395;2.533250862;1.2698;940.715;41.231488;21.583;2.274262013;0.854185;0.01199;-1.1;34.64202365;3.650464909
20.01.2013 00:00;0.589603295;0.50646;85.396;10.30131043;8.25895;50.01605237;26.15505;34.414;2.924370591;1.46585;940.59;39.88204;0;2.134427855;0.801665;0.014106;-1.2014;23.92282155;2.95103462
20.01.2013 01:00;0.577839402;0.496355;85.978;12.91793894;10.3568;50.95240539;26.6447;37.0015;2.346917872;1.1764;940.11;42.142448;0;2.113008094;0.79362;0.013075;-1.25;19.71842672;2.506224516
20.01.2013 02:00;0.572769461;0.492;85.913;12.43648478;9.9708;52.54534333;27.4777;37.4485;1.849085599;0.92686;939.665;40.760432;0;2.367888598;0.88935;0.012207;-1.19995;17.85826026;2.282038771
20.01.2013 03:00;0.572233945;0.49154;84.9515;12.07770165;9.68315;52.05321538;27.22035;36.9035;1.75128073;0.877835;939.49;39.578072;0;2.744431741;1.030775;0.0093316;-1.28475;14.23992736;1.873121692
20.01.2013 04:00;0.557239492;0.47866;86.0065;10.77097769;8.6355;50.0360358;26.1655;34.801;1.870202673;0.937445;939.42;40.04724;0;2.865681695;1.076315;0.01253275;-1.574;4.82401602;1.387398492
20.01.2013 05:00;0.582950089;0.500745;87.68;12.59507778;10.09795;49.07616161;25.66355;35.7615;2.345222122;1.17555;940.045;40.071312;0;3.704992835;1.39155;0.0135635;-1.81515;317.9909601;0.733994898
20.01.2013 06:00;0.549835399;0.4723;87.633;12.06048904;9.66935;46.75387609;24.44915;34.1185;1.800168202;0.90234;940.185;42.18068;0;4.165604211;1.56455;0.00960295;-1.64855;335.9671967;0.619422024
20.01.2013 07:00;0.539311343;0.46326;87.2355;11.6250599;9.32025;45.19937518;23.63625;32.9565;2.690855854;1.3488;939.985;43.90348;0;3.426096641;1.2868;0.0152995;-1.61805;29.59476383;1.554733869
20.01.2013 08:00;0.534235581;0.4589;87.144;12.10033997;9.7013;40.24357886;21.0447;30.746;5.908591179;2.9617;940.195;46.507504;0;3.470693407;1.30355;13.3108;-1.7152;22.41781154;1.924963564
20.01.2013 09:00;0.559992744;0.481025;86.8915;16.3625813;13.1185;38.19800176;19.975;33.0935;9.204929499;4.614;941.07;42.139144;0;3.234130859;1.2147;46.7585;-1.51365;5.629694805;0.801339507
20.01.2013 10:00;0.543007568;0.466435;87.362;12.90116288;10.34335;35.22467696;18.42015;28.7635;11.59414137;5.8116;942.15;44.991912;0;2.641153618;0.991985;58.745;-1.39575;283.8853524;0.725056214
20.01.2013 11:00;0.57086605;0.490365;86.2755;24.29285472;19.4765;37.28010235;19.495;38.9715;13.48799477;6.7609;942.245;43.68872;0;2.999298932;1.1265;126.055;-1.01667;320.4188755;0.638299491
20.01.2013 12:00;0.656146999;0.56362;85.942;33.09248967;26.5315;39.65229865;20.7355;47.267;12.28790258;6.15935;941.97;50.568592;0;3.55735757;1.3361;143.67;-0.72464;6.069648897;0.360633366
