;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);;;;
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;ppb;µg/m3;W/m2;°C;°;m/s
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Final;Berechnet;Berechnet;Final;Final;Final;Final
24.01.2013 08:30;0.681048501;0.58501;82.112;87.48994951;70.144;81.03522016;42.376;112.52;2.496343364;1.2513;955.91;35.582592;0;1.3054;3.47561902;2.3557;-0.46672;45.633;0.97072
24.01.2013 09:00;0.563188378;0.48377;81.393;55.0566529;44.141;78.67927833;41.144;85.285;3.190403826;1.5992;956.1;32.973376;0;1.1109;2.957764033;4.6544;-0.56344;55.965;1.2507
24.01.2013 09:30;0.581733536;0.4997;81.084;63.87250263;51.209;77.29860462;40.422;91.631;2.970155838;1.4888;956.36;31.230752;0;1.0056;2.677403467;8.2617;-0.38772;60.697;0.86991
24.01.2013 10:00;0.631373556;0.54234;79.924;69.59382446;55.796;75.70757896;39.59;95.386;4.393588261;2.2023;956.68;29.370128;0;1.0221;2.72133461;13.714;-0.13944;52.796;0.99737
24.01.2013 10:30;0.616670145;0.52971;79.37;86.83636925;69.62;77.67723813;40.62;110.24;3.330452819;1.6694;956.93;32.27104;0;1.2001;3.195258454;15.248;-0.22106;36.322;1.3172
24.01.2013 11:00;0.59639038;0.51229;78.236;82.61304339;66.234;77.74608059;40.656;106.89;5.919164678;2.967;957.09;28.364768;0;1.2935;3.443935347;20.174;0.060556;28.336;1.711
24.01.2013 11:30;0.655599841;0.56315;78.546;69.88693774;56.031;71.0148182;37.136;93.167;8.678648528;4.3502;957.13;26.48432;0;1.1797;3.140943586;27.469;-0.0031667;39.085;1.4633
24.01.2013 12:00;0.554666686;0.47645;78.965;75.92382408;60.871;65.52080773;34.263;95.134;12.40111883;6.2161;957.18;26.58816;0;1.1385;3.031248854;35;-0.057667;32.928;1.3228
24.01.2013 12:30;0.546354544;0.46931;78.115;24.07021336;19.298;51.16906789;26.758;46.056;23.01431875;11.536;957.11;24.267808;0;1.2218;3.253034563;51.513;0.13639;17.205;1.9728
24.01.2013 13:00;0.449682235;0.38627;77.905;45.03966236;36.11;66.2474781;34.643;70.753;15.12688718;7.5824;957.07;23.084032;0;1.379;3.671578542;44.598;0.20311;33.784;1.3156
24.01.2013 13:30;0.447970912;0.3848;78.317;50.1647793;40.219;64.26634519;33.607;73.826;13.85128425;6.943;956.99;25.372288;0;1.302;3.466566542;43.322;0.33956;24.591;1.6304
24.01.2013 14:00;0.488018207;0.4192;78.324;45.6159106;36.572;61.63312124;32.23;68.802;13.44330677;6.7385;956.98;25.085312;0;1.2264;3.265282033;36.208;0.25761;20.982;2.1866
24.01.2013 14:30;0.432091693;0.37116;78.582;39.42436023;31.608;62.97746143;32.933;64.541;13.56959026;6.8018;957.09;25.541264;0;1.1473;3.054678797;26.878;0.203;26.565;2.0158
24.01.2013 15:00;0.510928986;0.43888;76.27;34.52874476;27.683;60.14153469;31.45;59.133;13.12251079;6.5777;957.42;24.668064;0;1.1433;3.044028823;15.426;0.39694;29.512;1.8584
24.01.2013 15:30;0.502360727;0.43152;75.976;44.3075028;35.523;67.07358758;35.075;70.598;9.166027001;4.5945;957.74;25.871664;0;1.1806;3.14333983;12.383;0.40306;29.191;1.598
24.01.2013 16:00;0.516540264;0.4437;76.621;42.32680538;33.935;67.1692021;35.125;69.06;9.461286985;4.7425;958.01;23.800528;0;1.2433;3.310278173;7.5658;0.22111;27.052;1.7264
24.01.2013 16:30;0.588683604;0.50567;76.846;60.56219346;48.555;73.97121923;38.682;87.237;8.349473546;4.1852;958.36;29.235136;0;1.217;3.240254594;2.5544;0.072722;34.768;1.8157
24.01.2013 17:00;0.502884602;0.43197;75.497;44.87252543;35.976;58.92914255;30.816;66.792;13.58215876;6.8081;958.79;25.607344;0;1.018;2.710418387;0.10634;0.090889;33.543;2.4275
24.01.2013 17:30;0.577624031;0.49617;72.693;36.25873677;29.07;65.29133288;34.143;63.213;14.02863974;7.0319;959.21;26.469216;0;1.2308;3.276997004;0.018012;-0.066611;41.621;2.2805
24.01.2013 18:00;0.554771461;0.47654;70.178;38.98281937;31.254;57.90606715;30.281;61.535;17.31420506;8.6788;959.58;28.535632;0;1.1676;3.108727415;0.014214;-0.13633;50.536;1.8111
24.01.2013 18:30;0.505317708;0.43406;69;22.61088339;18.128;53.25920136;27.851;45.979;21.38240884;10.718;959.99;27.610512;0;1.1049;2.941789072;0.0092231;-0.26667;46.091;1.4354
24.01.2013 19:00;0.556261593;0.47782;66.488;27.06994717;21.703;52.12521312;27.258;48.961;23.44523872;11.752;960.28;27.14512;0;1.168;3.109792412;0.0092231;-0.30617;52.141;1.573
24.01.2013 19:30;0.497343174;0.42721;65.573;23.76213259;19.051;42.12393406;22.028;41.079;26.92850854;13.498;960.75;26.475824;0;1.1705;3.116448646;0.01454;-0.30306;51.857;1.7778
24.01.2013 20:00;0.47615536;0.40901;66.027;22.05958096;17.686;48.71368695;25.474;43.16;23.8422437;11.951;960.97;27.880496;0;1.6248;4.326019445;0.011176;-0.49694;50.514;1.551
24.01.2013 20:30;0.475375369;0.40834;65.421;15.28928777;12.258;44.18155859;23.104;35.362;25.95893859;13.012;961.12;27.23008;0;1.2288;3.271672017;0.010742;-0.36972;49.478;1.4285
24.01.2013 21:00;0.414163544;0.35576;65.354;12.45806291;9.9881;41.09301828;21.4889;31.477;26.34596857;13.206;961.44;26.260592;0;1.5601;4.153756115;0.012804;-0.40306;46.114;1.6187
24.01.2013 21:30;0.46195254;0.39681;65.609;24.04900942;19.281;45.13196694;23.601;42.882;22.18639379;11.121;961.66;28.573392;0;1.5371;4.092518765;0.010417;-0.49694;45.835;1.5373
24.01.2013 22:00;0.421393012;0.36197;65.285;7.917176872;6.3475;48.50046657;25.3625;31.71;18.325271;9.1856;961.79;27.854064;0;1.5321;4.079206297;0.012261;-0.39389;3.6582;1.2367
24.01.2013 22:30;0.475119253;0.40812;65.517;8.955920456;7.1803;47.02073622;24.5887;31.769;18.23888751;9.1423;962.02;27.213088;0;1.6177;4.307115741;0.011502;-0.23028;355.02;1.3248
24.01.2013 23:00;0.450322526;0.38682;65.265;5.944961028;4.7663;40.2359297;21.0407;25.807;21.71956382;10.887;962.15;27.548208;0;1.3571;3.613269934;0.011502;-0.30311;4.0992;1.9433
24.01.2013 23:30;0.507902155;0.43628;66.372;5.133723243;4.1159;37.50785614;19.6141;23.73;22.0347738;11.045;962.41;26.835488;0;1.1801;3.142008584;0.008138;-0.3;14.076;1.6591
25.01.2013 00:00;0.438413112;0.37659;67.034;2.892217366;2.3188;37.11602783;19.4092;21.728;21.53402883;10.794;962.6;27.204592;0;1.1837;3.15159356;0.014974;-0.33944;11.208;2.4046
25.01.2013 00:30;0.418831848;0.35977;67.691;1.975832987;1.5841;31.19691519;16.3139;17.898;26.78087854;13.424;962.7;27.905984;0;1.1157;2.970544002;0.015082;-0.43028;12.026;2.157
25.01.2013 01:00;0.401916522;0.34524;68.039;2.393924785;1.9193;29.96501768;15.6697;17.589;30.04868837;15.062;962.67;28.429904;0;1.1215;2.985986464;0.014214;-0.43033;17.577;1.8607
25.01.2013 01:30;0.397527618;0.34147;66.839;5.05352246;4.0516;29.49019596;15.4214;19.473;29.14495341;14.609;962.82;29.37768;0;1.1705;3.116448646;0.007053;-0.26661;18.18;1.7941
25.01.2013 02:00;0.395932711;0.3401;66.506;2.124510022;1.7033;26.76958034;13.9987;15.702;31.01426831;15.546;963.03;28.550736;0;1.1616;3.092752454;0.013997;-0.3;23.918;2.0985
25.01.2013 02:30;0.379320068;0.32583;67.097;3.04239115;2.4392;28.84078213;15.0818;17.521;29.64968839;14.862;963.18;23.394608;0;1.5578;4.14763238;0.015842;-0.43028;28.448;2.4214
25.01.2013 03:00;0.374244306;0.32147;66.674;6.882050431;5.5176;29.18996636;15.2644;20.782;29.03722342;14.555;963.16;28.427072;0;1.7092;4.550733897;0.014648;-0.30622;25.704;2.203
25.01.2013 03:30;0.380728708;0.32704;67.455;1.316016277;1.0551;27.76052925;14.5169;15.572;29.27462841;14.674;963.22;25.748944;0;1.425;3.794053243;0.010634;-0.40611;24.438;2.4205
25.01.2013 04:00;0.390205016;0.33518;67.784;4.873912618;3.9076;31.70462831;16.5794;20.487;27.39733351;13.733;963.2;28.481824;0;1.46;3.887240515;0.010308;-0.43028;38.613;2.3348
25.01.2013 04:30;0.365222023;0.31372;67.345;5.608442033;4.4965;31.71629328;16.5855;21.082;28.07563347;14.073;963.26;38.72328;0;2.2029;5.865206939;0.012695;-0.60006;44.709;2.3651
25.01.2013 05:00;0.378400377;0.32504;66.557;5.75961365;4.6177;35.67052747;18.6533;23.271;26.88661354;13.477;963.36;30.356608;0;1.8435;4.908306774;0.011068;-0.49694;31.393;1.9025
25.01.2013 05:30;0.365769181;0.31419;65.572;14.86645626;11.919;45.01149264;23.538;35.457;20.52455888;10.288;963.49;27.137568;0;2.033;5.412849293;0.012261;-0.39989;15.548;1.2795
25.01.2013 06:00;0.422324344;0.36277;67.078;18.46364226;14.803;50.18232602;26.242;41.045;13.63382926;6.834;963.71;28.4384;0;1.8376;4.892598062;0.013455;-0.43961;20.829;2.0462
25.01.2013 06:30;0.469554541;0.40334;71.364;20.14124807;16.148;59.54298778;31.137;47.285;6.24375116;3.1297;963.91;30.626592;0;1.6814;4.476716577;0.013346;-0.76972;16.989;2.1068
25.01.2013 07:00;0.561872871;0.48264;71.712;53.04851509;42.531;68.72006966;35.936;78.467;3.170054828;1.589;964.13;38.436304;0;1.6464;4.383529305;0.014431;-0.79694;7.9952;1.3523
25.01.2013 07:30;0.710036224;0.60991;71.967;63.0168613;50.523;72.56186117;37.945;88.468;1.751729605;0.87806;964.33;43.257312;0;1.8574;4.945315434;0.014431;-0.73639;2.4416;1.1526
25.01.2013 08:00;0.589673145;0.50652;71.836;47.1762711;37.823;70.11604168;36.666;74.489;2.004176891;1.0046;964.44;46.856784;0;1.7109;4.555260136;1.6152;-0.73639;338.05;1.1027
25.01.2013 08:30;0.61804386;0.53089;71.642;56.97748038;45.681;70.85609809;37.053;82.734;3.640675302;1.8249;964.54;53.36944;0.25;1.5315;4.077608801;26.493;-0.83333;356.8;2.4523
25.01.2013 09:00;0.692282699;0.59466;71.855;50.91939009;40.824;64.78840049;33.88;74.704;6.499510146;3.2579;964.56;51.34456;0.6;1.5291;4.071218817;68.991;-0.73967;17.831;2.2677
25.01.2013 09:30;0.684389656;0.58788;72.421;48.6705252;39.021;58.29617441;30.485;69.506;8.903684516;4.463;964.56;51.466336;0;1.3362;3.55762382;112.65;-0.96356;21.196;2.66
25.01.2013 10:00;0.640768372;0.55041;71.543;58.23225469;46.687;56.36858563;29.477;76.164;10.21040944;5.118;964.69;50.70264;0;1.2551;3.341695597;160.49;-0.69094;25.096;2.268
25.01.2013 10:30;0.72104923;0.61937;71.864;54.65128347;43.816;60.23141234;31.497;75.313;8.890318016;4.4563;965.03;55.274432;0;1.3898;3.700333471;122.46;-0.70311;18.237;3.0093
25.01.2013 11:00;0.73455355;0.63097;72.649;44.36487817;35.569;57.74352247;30.196;65.765;8.317154548;4.169;965.19;55.184752;0;1.5004;3.994805253;103.1;-0.66667;355.1;1.9191
25.01.2013 11:30;0.687835586;0.59084;72.185;55.67406173;44.636;58.48357887;30.583;75.219;8.987275011;4.5049;965.17;55.084688;0.1;1.4285;3.80337197;124.34;-0.66372;1.2801;1.6117
25.01.2013 12:00;0.753226766;0.64701;71.803;59.30991374;47.551;56.06261916;29.317;76.868;9.018796009;4.5207;965.07;55.684128;0;1.41;3.75411584;120.17;-0.63333;11.495;1.5223
25.01.2013 12:30;0.69412208;0.59624;71.079;41.14437392;32.987;54.34920691;28.421;61.408;11.49399237;5.7614;965.09;56.056064;0;1.3835;3.683559762;138.69;-0.4575;12.628;1.8879
25.01.2013 13:00;0.666997022;0.57294;69.876;46.53017459;37.305;54.14076726;28.312;65.617;12.23513483;6.1329;964.95;57.684464;0;1.2172;3.240787093;148.68;-0.33656;14.948;1.9123
25.01.2013 13:30;0.699360825;0.60074;69.635;47.62030654;38.179;60.95425813;31.875;70.054;11.0499054;5.5388;964.85;56.349648;0;1.5021;3.999331492;159.31;-0.25733;19.357;1.4226
25.01.2013 14:00;0.813996209;0.69921;68.085;59.43963195;47.655;62.00028101;32.422;80.077;9.775499468;4.9;964.78;57.64576;0;1.267;3.373379269;137.39;-0.16661;43.698;1.9096
25.01.2013 14:30;0.682876241;0.58658;67.673;42.37170784;33.971;55.67059962;29.112;63.083;11.32661188;5.6775;964.75;59.95856;0;1.2986;3.457514064;154.92;0.027056;16.298;1.8384
25.01.2013 15:00;0.752202301;0.64613;66.809;65.38796067;52.424;61.73256035;32.282;84.706;11.70266936;5.866;964.68;61.53032;0;1.3164;3.504906448;182.13;0.045556;17.817;1.7751
25.01.2013 15:30;0.693062689;0.59533;67.331;51.68023734;41.434;65.70821219;34.361;75.795;9.892805462;4.9588;964.73;57.954448;0;1.2859;3.423700396;83.794;0.0029444;32.267;2.2956
25.01.2013 16:00;0.678731811;0.58302;66.788;34.74078415;27.853;62.35979161;32.61;60.463;10.87993141;5.4536;964.68;62.194896;0;1.0887;2.898656677;79.052;0.090778;29.094;2.5373
25.01.2013 16:30;0.679395386;0.58359;66.742;38.63607259;30.976;62.95833853;32.923;63.899;10.35484744;5.1904;964.62;60.329552;0;1.2208;3.250372069;32.029;-0.069722;36.087;2.6439
25.01.2013 17:00;0.770700891;0.66202;66.572;50.25832609;40.294;70.50232436;36.868;77.162;8.285234549;4.153;964.63;56.53184;0;1.1733;3.123903628;3.8806;-0.42161;49.035;1.9436
25.01.2013 17:30;0.899131637;0.77234;68.854;84.63614869;67.856;77.35979791;40.454;108.31;3.073097833;1.5404;964.57;56.242032;0;1.0456;2.783903207;0.013455;-0.61456;41.787;1.1146
25.01.2013 18:00;0.743133451;0.63834;69.537;46.50398149;37.284;69.86935622;36.537;73.821;4.887550234;2.4499;964.57;58.3632;0.41667;1.0639;2.832626839;0.0093316;-0.58206;51.26;1.1211
25.01.2013 18:30;0.787872334;0.67677;71.421;63.93860903;51.262;73.09347792;38.223;89.485;3.504616309;1.7567;964.51;54.992176;0;1.051;2.798280672;0.0080295;-0.86367;54.305;0.88659
25.01.2013 19:00;0.771830132;0.66299;71.495;42.87436594;34.374;66.77718256;34.92;69.294;3.6702013;1.8397;964.43;56.041904;0;1.1369;3.026988864;0.013129;-0.98817;48.289;1.1988
25.01.2013 19:30;0.723715169;0.62166;74.046;42.28190292;33.899;66.04859989;34.539;68.438;2.415146869;1.2106;964.35;57.49944;0;1.3396;3.566676298;0.013238;-1.3939;21.433;0.74938
25.01.2013 20:00;0.665064508;0.57128;74.575;34.57239993;27.718;67.21509707;35.149;62.867;2.090161386;1.0477;964.12;54.367248;0;1.1479;3.056276293;0.011068;-1.4791;43.037;1.0224
25.01.2013 20:30;0.641734629;0.55124;74.954;19.80572691;15.879;60.3193777;31.543;47.422;2.74891035;1.3779;963.87;57.962;0;1.5208;4.04912012;0.011068;-1.5636;25.781;1.4922
25.01.2013 21:00;0.630826398;0.54187;76.437;27.91810475;22.383;59.9598671;31.355;53.738;1.692757408;0.8485;963.48;57.920464;0;1.5425;4.106896229;0.013889;-1.8546;33.346;1.6574
25.01.2013 21:30;0.604423123;0.51919;78.518;17.44710045;13.988;53.9916086;28.234;42.222;3.508805809;1.7588;962.98;59.018336;0;1.3958;3.716308432;0.012044;-2.3789;45.4;3.1999
25.01.2013 22:00;0.548671234;0.4713;76.81;7.31186676;5.8622;43.11220576;22.5448;28.407;12.63632931;6.334;962.48;56.933984;0;1.1772;3.134287353;0.011285;-2.6666;53.952;4.075
25.01.2013 22:30;0.524281965;0.45035;74.597;8.202182766;6.576;40.11602909;20.978;27.554;16.65645359;8.3491;962;45.305792;0;1.1438;3.04536007;0.011502;-2.5637;59.22;3.6319
25.01.2013 23:00;0.500323438;0.42977;75.564;7.177159379;5.7542;40.25141925;21.0488;26.803;14.83102869;7.4341;961.72;42.875936;0;1.2872;3.427161638;0.013563;-2.6698;51.919;3.3705
25.01.2013 23:30;0.523816299;0.44995;75.723;16.41683844;13.162;54.01646838;28.247;41.409;7.290328103;3.6543;961.55;45.186848;0;1.1647;3.101006184;0.013129;-2.5761;34.639;2.3173
26.01.2013 00:00;0.545039037;0.46818;77.75;10.59922578;8.4978;51.31669672;26.8352;35.333;5.900611179;2.9577;961.21;44.23152;0;1.1314;3.01234515;0.016168;-2.9427;43.027;2.9561
26.01.2013 00:30;0.474781645;0.40783;77.91;11.26690042;9.0331;45.18531984;23.6289;32.662;10.71314942;5.37;960.76;41.217328;0;1.1234;2.991045202;0.0060764;-3.1302;46.781;3.2739
26.01.2013 01:00;0.439530711;0.37755;76.23;4.550490174;3.6483;34.71705945;18.1547;21.803;18.08906302;9.0672;960.17;40.723616;0;0.91914;2.447204279;0.014323;-3.1364;49.992;4.1188
26.01.2013 01:30;0.415211293;0.35666;75.627;6.770168467;5.4279;32.85525347;17.1811;22.609;20.12555891;10.088;959.7;44.290048;0;1.0546;2.807865649;0.010742;-3.1333;39.403;1.9736
26.01.2013 02:00;0.402289055;0.34556;75.688;8.813604602;7.0662;34.98305906;18.2938;25.36;19.01095247;9.5293;959.4;40.868992;0;1.1925;3.175023503;0.014323;-3.1969;22.926;1.6936
26.01.2013 02:30;0.403360087;0.34648;76.577;9.820667006;7.8736;38.15860858;19.9544;27.828;13.87442625;6.9546;959.11;40.992656;0;1.8539;4.935996707;0.014431;-3.2488;39.165;2.262
26.01.2013 03:00;0.43776118;0.37603;79.184;9.954127096;7.9806;38.70552365;20.2404;28.221;12.73707681;6.3845;958.84;41.339104;0;1.598;4.254664619;0.016927;-3.8029;39.718;1.5181
26.01.2013 03:30;0.426829665;0.36664;78.7;12.05718372;9.6667;38.87361398;20.3283;29.995;12.12660684;6.0785;958.72;43.682112;0;1.4888;3.963920328;0.0088976;-3.7332;41.828;1.6626
26.01.2013 04:00;0.434280325;0.37304;78.333;11.66254099;9.3503;43.99549272;23.0067;32.357;9.974799957;4.9999;958.86;47.98392;0;1.3971;3.719769674;0.019965;-3.6635;28.737;1.3219
26.01.2013 04:30;0.461486874;0.39641;78.933;19.30057423;15.474;44.12418987;23.074;38.548;6.164948665;3.0902;958.98;52.18472;0;1.5707;4.181978546;0.0094401;-3.6488;13.527;0.93732
26.01.2013 05:00;0.418587373;0.35956;79.944;10.40090658;8.3388;43.57383268;22.7862;31.125;6.969332621;3.4934;959.25;48.384176;0;1.7368;4.624218717;0.008572;-3.7902;39.298;1.0507
26.01.2013 05:30;0.420077505;0.36084;79.69;8.023820215;6.433;41.90784524;21.915;28.348;7.784689077;3.9021;959.56;46.142176;0;1.589;4.230702177;0.016168;-3.7331;49.245;0.78577
26.01.2013 06:00;0.43052007;0.36981;78.802;7.679692748;6.1571;42.36086685;22.1519;28.309;7.656011584;3.8376;959.8;44.223024;0;1.7228;4.586943808;0.011936;-3.5604;43.253;1.5716
26.01.2013 06:30;0.455083963;0.39091;77.985;8.097160901;6.4918;42.2275802;22.0822;28.574;8.597651532;4.3096;960.01;44.99144;0;1.83;4.872363112;0.017361;-3.4208;48.644;1.62
26.01.2013 07:00;0.423977459;0.36419;73.99;11.09165609;8.8926;36.91561979;19.3044;28.197;14.14594573;7.0907;960.48;46.713296;0;1.3611;3.623919908;0.014106;-3.2636;95.61;1.1536
26.01.2013 07:30;0.47678401;0.40955;74.361;9.924316852;7.9567;41.38827592;21.6433;29.6;9.630263476;4.8272;960.83;45.063184;0;1.9001;5.059003906;0.038628;-3.097;68.891;0.89924
26.01.2013 08:00;0.517553088;0.44457;72.624;25.98605167;20.834;39.10825202;20.451;41.285;12.8330363;6.4326;961.21;49.114832;0;1.0994;2.927145358;3.5569;-3.1667;93.066;1.0548
26.01.2013 08:30;0.474304337;0.40742;71.474;15.67220597;12.565;38.62253024;20.197;32.762;14.95491819;7.4962;961.43;49.746368;0;1.1014;2.932470345;15.871;-2.9397;88.524;0.99815
26.01.2013 09:00;0.476760726;0.40953;72.73;22.83290111;18.306;37.90733361;19.823;38.129;15.89496214;7.9674;961.3;45.98264;0;1.1946;3.18061474;42.676;-3.0908;182.25;0.54309
26.01.2013 09:30;0.473442854;0.40668;69.92;18.5509526;14.873;34.42122812;18;32.873;21.87716881;10.966;960.96;50.302384;0;1.0775;2.86883675;83.965;-2.8242;235.44;0.84461
26.01.2013 10:00;0.455794104;0.39152;71.015;18.16304523;14.562;36.14993869;18.904;33.466;20.1514939;10.101;960.84;50.256128;0;1.0685;2.844874309;91.893;-2.6061;167.46;0.99666
26.01.2013 10:30;0.579172372;0.4975;72.759;33.60949161;26.946;40.57689108;21.219;48.165;15.14723618;7.5926;960.78;47.312736;0;1.3222;3.520348911;119.78;-2.5753;5.6079;0.90279
26.01.2013 11:00;0.551616573;0.47383;71.289;20.1774195;16.177;38.92467213;20.355;36.532;19.41873044;9.7337;960.89;49.870976;0;1.3368;3.559221316;216.36;-2.288;26.656;0.88971
26.01.2013 11:30;0.4958414;0.42592;68.291;24.07520252;19.302;37.66829731;19.698;39;21.87716881;10.966;961.13;40.950176;0;1.4625;3.893896749;405.44;-1.5544;351.3;1.1626
26.01.2013 12:00;0.509299154;0.43748;68.048;22.75681639;18.245;34.47668455;18.029;36.274;22.86070376;11.459;961.42;37.750016;0;1.621;4.31590197;467.73;-1.3635;0.42406;1.0113
26.01.2013 12:30;0.514468049;0.44192;64.981;18.21044227;14.6;30.09562712;15.738;30.338;29.73746838;14.906;961.67;45.615424;0;1.4063;3.744264614;376.86;-0.93339;300.26;1.059
26.01.2013 13:00;0.472907338;0.40622;62.622;17.93479106;14.379;30.65019135;16.028;30.407;32.05166826;16.066;961.91;50.3156;0;1.3905;3.702197217;390.5;-0.60539;249.28;0.83246
26.01.2013 13:30;0.454874414;0.39073;59.189;11.13269195;8.9255;27.14974368;14.1975;23.123;37.77332795;18.934;962.18;47.715824;0;1.3631;3.629244895;357.38;0.079056;241.27;1.9097
26.01.2013 14:00;0.485724801;0.41723;57.194;8.302839115;6.6567;25.34033446;13.2513;19.908;42.77479267;21.441;962.64;51.779744;0;1.1882;3.163574781;323.62;0.54889;246.29;2.2169
26.01.2013 14:30;0.431334986;0.37051;56.198;6.762684723;5.4219;26.93480223;14.0851;19.507;43.71443762;21.912;963.13;46.988944;0;1.1304;3.009682657;236.84;0.76356;243.67;2.4111
26.01.2013 15:00;0.431509611;0.37066;55.906;10.16604176;8.1505;35.08766134;18.3485;26.499;40.26707781;20.184;963.41;49.783184;0;1.0619;2.827301852;178.02;0.7;222.67;2.0198
26.01.2013 15:30;0.437633122;0.37592;57.491;8.899667651;7.1352;37.71954669;19.7248;26.86;35.98580804;18.038;963.39;46.774656;0;1.1632;3.097012444;129.25;0.80622;198.95;2.2566
26.01.2013 16:00;0.43010097;0.36945;57.151;7.95047953;6.3742;36.62762884;19.1538;25.528;37.37233297;18.733;963.2;52.469808;0;1.1398;3.034710096;111.39;0.83644;184.35;2.2146
26.01.2013 16:30;0.431276778;0.37046;56.346;7.216074844;5.7854;41.4710781;21.6866;27.472;34.74491811;17.416;963.34;57.585344;0;1.0573;2.815054381;35.33;0.93011;236.66;1.4893
26.01.2013 17:00;0.425164908;0.36521;59.08;4.29329886;3.4421;43.7912601;22.8999;26.342;30.42175335;15.249;963.86;55.21968;0;1.1284;3.00435767;2.2134;0.51478;257.5;1.6037
26.01.2013 17:30;0.486504792;0.4179;60.423;11.6600464;9.3483;51.64847911;27.0087;36.357;24.54448366;12.303;963.99;52.566096;0;1.0755;2.863511763;0.010851;0.124;249.38;1.163
26.01.2013 18:00;0.508938263;0.43717;61.252;20.33083624;16.3;67.91308308;35.514;51.814;13.79203275;6.9133;963.88;56.4044;0;1.2908;3.436746615;0.019314;0.085222;187.17;1.9254
26.01.2013 18:30;0.519404111;0.44616;66.368;20.75990419;16.644;61.80905196;32.322;48.966;10.74167792;5.3843;964.24;56.39968;0;1.4031;3.735744635;0.012587;0.078389;143.78;1.5034
26.01.2013 19:00;0.574492426;0.49348;71.281;19.61364416;15.725;69.19049311;36.182;51.907;7.856110073;3.9379;964.57;56.740464;0;1.4616;3.891500505;0.0095486;-0.38533;284.47;0.67767
26.01.2013 19:30;0.572816028;0.49204;67.415;16.09628476;12.905;69.48307355;36.335;49.24;4.728748243;2.3703;964.62;57.87704;0;1.6407;4.368353092;0.011285;-0.53356;257.46;0.56384
26.01.2013 20:00;0.5755751;0.49441;69.188;15.32920106;12.29;71.71854108;37.504;49.794;3.067112833;1.5374;964.9;64.066848;0;1.8357;4.887539325;0.012153;-0.73333;268.71;0.8268
26.01.2013 20:30;0.617252228;0.53021;69.51;27.71230181;22.218;74.5793276;39;61.218;1.619161862;0.81161;965.22;72.968768;0;2.0588;5.481541625;0.013889;-0.72711;240.28;0.81836
26.01.2013 21:00;0.612060049;0.52575;72.366;23.79705672;19.079;70.89051932;37.071;56.15;1.875419598;0.94006;965.58;67.669152;0;1.9906;5.299959568;0.012912;-0.74889;278.21;0.78513
